priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
2,160,municipality,basement renovation in milton,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Milton,milton,municipality,,Halton Region,new service+city page,/services/basement-renovation-milton/,,,,no
2,160,municipality,basement renovation in mississauga,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Mississauga,mississauga,municipality,,Peel Region,new service+city page,/services/basement-renovation-mississauga/,,,,no
2,160,municipality,basement renovation in newmarket,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Newmarket,newmarket,municipality,,York Region,new service+city page,/services/basement-renovation-newmarket/,,,,no
2,160,municipality,basement renovation in north york,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,North York,north-york,municipality,,Toronto,new service+city page,/services/basement-renovation-north-york/,,,,no
2,160,municipality,basement renovation in oakville,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Oakville,oakville,municipality,,Halton Region,new service+city page,/services/basement-renovation-oakville/,110,5,18.28,yes
2,160,municipality,basement renovation in oshawa,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Oshawa,oshawa,municipality,,Durham Region,new service+city page,/services/basement-renovation-oshawa/,,,,no
2,160,municipality,basement renovation in pickering,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Pickering,pickering,municipality,,Durham Region,new service+city page,/services/basement-renovation-pickering/,,,,no
2,160,municipality,basement renovation in richmond hill,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Richmond Hill,richmond-hill,municipality,,York Region,new service+city page,/services/basement-renovation-richmond-hill/,,,,no
2,160,municipality,basement renovation in scarborough,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Scarborough,scarborough,municipality,,Toronto,new service+city page,/services/basement-renovation-scarborough/,,,,no
2,160,municipality,basement renovation in scugog,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Scugog,scugog,municipality,,Durham Region,new service+city page,/services/basement-renovation-scugog/,,,,no
2,160,municipality,basement renovation in toronto,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Toronto,toronto,municipality,,Toronto,new service+city page,/services/basement-renovation-toronto/,170,14,21.13,yes
2,160,municipality,basement renovation in uxbridge,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Uxbridge,uxbridge,municipality,,Durham Region,new service+city page,/services/basement-renovation-uxbridge/,,,,no
2,160,municipality,basement renovation in vaughan,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Vaughan,vaughan,municipality,,York Region,new service+city page,/services/basement-renovation-vaughan/,,,,no
2,160,municipality,basement renovation in whitby,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Whitby,whitby,municipality,,Durham Region,new service+city page,/services/basement-renovation-whitby/,,,,no
2,160,municipality,basement renovation in whitchurch-stouffville,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Whitchurch-Stouffville,whitchurch-stouffville,municipality,,York Region,new service+city page,/services/basement-renovation-whitchurch-stouffville/,,,,no
2,160,municipality,basement renovation in york,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,York,york,municipality,,Toronto,new service+city page,/services/basement-renovation-york/,,,,no
2,160,municipality,brampton basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Brampton,brampton,municipality,,Peel Region,new service+city page,/services/basement-renovation-brampton/,,,,no
2,160,municipality,brock basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Brock,brock,municipality,,Durham Region,new service+city page,/services/basement-renovation-brock/,,,,no
2,160,municipality,burlington basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Burlington,burlington,municipality,,Halton Region,new service+city page,/services/basement-renovation-burlington/,,,,no
2,160,municipality,caledon basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Caledon,caledon,municipality,,Peel Region,new service+city page,/services/basement-renovation-caledon/,,,,no
2,160,municipality,clarington basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Clarington,clarington,municipality,,Durham Region,new service+city page,/services/basement-renovation-clarington/,,,,no
2,160,municipality,downtown toronto basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Downtown Toronto,downtown-toronto,municipality,,Toronto,new service+city page,/services/basement-renovation-downtown-toronto/,,,,no
2,160,municipality,east gwillimbury basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,East Gwillimbury,east-gwillimbury,municipality,,York Region,new service+city page,/services/basement-renovation-east-gwillimbury/,,,,no
2,160,municipality,east york basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,East York,east-york,municipality,,Toronto,new service+city page,/services/basement-renovation-east-york/,,,,no
2,160,municipality,etobicoke basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Etobicoke,etobicoke,municipality,,Toronto,new service+city page,/services/basement-renovation-etobicoke/,,,,no
2,160,municipality,georgina basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Georgina,georgina,municipality,,York Region,new service+city page,/services/basement-renovation-georgina/,,,,no
2,160,municipality,halton hills basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Halton Hills,halton-hills,municipality,,Halton Region,new service+city page,/services/basement-renovation-halton-hills/,,,,no
2,160,municipality,king city basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,King City,king-city,municipality,,York Region,new service+city page,/services/basement-renovation-king-city/,,,,no
2,160,municipality,markham basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Markham,markham,municipality,,York Region,new service+city page,/services/basement-renovation-markham/,,,,no
2,160,municipality,milton basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Milton,milton,municipality,,Halton Region,new service+city page,/services/basement-renovation-milton/,,,,no
2,160,municipality,mississauga basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Mississauga,mississauga,municipality,,Peel Region,new service+city page,/services/basement-renovation-mississauga/,,,,no
2,160,municipality,newmarket basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Newmarket,newmarket,municipality,,York Region,new service+city page,/services/basement-renovation-newmarket/,,,,no
2,160,municipality,north york basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,North York,north-york,municipality,,Toronto,new service+city page,/services/basement-renovation-north-york/,,,,no
2,160,municipality,oakville basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Oakville,oakville,municipality,,Halton Region,new service+city page,/services/basement-renovation-oakville/,110,5,18.28,yes
2,160,municipality,oshawa basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Oshawa,oshawa,municipality,,Durham Region,new service+city page,/services/basement-renovation-oshawa/,,,,no
2,160,municipality,pickering basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Pickering,pickering,municipality,,Durham Region,new service+city page,/services/basement-renovation-pickering/,,,,no
2,160,municipality,richmond hill basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Richmond Hill,richmond-hill,municipality,,York Region,new service+city page,/services/basement-renovation-richmond-hill/,,,,no
2,160,municipality,scarborough basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Scarborough,scarborough,municipality,,Toronto,new service+city page,/services/basement-renovation-scarborough/,,,,no
2,160,municipality,scugog basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Scugog,scugog,municipality,,Durham Region,new service+city page,/services/basement-renovation-scugog/,,,,no
2,160,municipality,toronto basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Toronto,toronto,municipality,,Toronto,new service+city page,/services/basement-renovation-toronto/,320,9,48.36,yes
2,160,municipality,uxbridge basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Uxbridge,uxbridge,municipality,,Durham Region,new service+city page,/services/basement-renovation-uxbridge/,,,,no
2,160,municipality,vaughan basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Vaughan,vaughan,municipality,,York Region,new service+city page,/services/basement-renovation-vaughan/,,,,no
2,160,municipality,whitby basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Whitby,whitby,municipality,,Durham Region,new service+city page,/services/basement-renovation-whitby/,,,,no
2,160,municipality,whitchurch-stouffville basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,Whitchurch-Stouffville,whitchurch-stouffville,municipality,,York Region,new service+city page,/services/basement-renovation-whitchurch-stouffville/,,,,no
2,160,municipality,york basement renovation,service+location,Commercial,basement-renovation,Basement Renovation,Basement,yes,York,york,municipality,,Toronto,new service+city page,/services/basement-renovation-york/,,,,no
2,160,municipality,ajax basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Ajax,ajax,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-ajax/,,,,no
2,160,municipality,aurora basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Aurora,aurora,municipality,,York Region,new service+city page,/services/basement-waterproofing-aurora/,,,,no
2,160,municipality,basement waterproofing contractors ajax,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Ajax,ajax,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-ajax/,,,,no
2,160,municipality,basement waterproofing contractors aurora,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Aurora,aurora,municipality,,York Region,new service+city page,/services/basement-waterproofing-aurora/,,,,no
2,160,municipality,basement waterproofing contractors brampton,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Brampton,brampton,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-brampton/,,,,no
2,160,municipality,basement waterproofing contractors brock,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Brock,brock,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-brock/,,,,no
2,160,municipality,basement waterproofing contractors burlington,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Burlington,burlington,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-burlington/,,,,no
2,160,municipality,basement waterproofing contractors caledon,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Caledon,caledon,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-caledon/,,,,no
2,160,municipality,basement waterproofing contractors clarington,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Clarington,clarington,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-clarington/,,,,no
2,160,municipality,basement waterproofing contractors downtown toronto,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Downtown Toronto,downtown-toronto,municipality,,Toronto,new service+city page,/services/basement-waterproofing-downtown-toronto/,,,,no
2,160,municipality,basement waterproofing contractors east gwillimbury,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,East Gwillimbury,east-gwillimbury,municipality,,York Region,new service+city page,/services/basement-waterproofing-east-gwillimbury/,,,,no
2,160,municipality,basement waterproofing contractors east york,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,East York,east-york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-east-york/,,,,no
2,160,municipality,basement waterproofing contractors etobicoke,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Etobicoke,etobicoke,municipality,,Toronto,new service+city page,/services/basement-waterproofing-etobicoke/,,,,no
2,160,municipality,basement waterproofing contractors georgina,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Georgina,georgina,municipality,,York Region,new service+city page,/services/basement-waterproofing-georgina/,,,,no
2,160,municipality,basement waterproofing contractors halton hills,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Halton Hills,halton-hills,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-halton-hills/,,,,no
2,160,municipality,basement waterproofing contractors king city,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,King City,king-city,municipality,,York Region,new service+city page,/services/basement-waterproofing-king-city/,,,,no
2,160,municipality,basement waterproofing contractors markham,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Markham,markham,municipality,,York Region,new service+city page,/services/basement-waterproofing-markham/,,,,no
2,160,municipality,basement waterproofing contractors milton,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Milton,milton,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-milton/,,,,no
2,160,municipality,basement waterproofing contractors mississauga,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Mississauga,mississauga,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-mississauga/,,,,no
2,160,municipality,basement waterproofing contractors newmarket,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Newmarket,newmarket,municipality,,York Region,new service+city page,/services/basement-waterproofing-newmarket/,,,,no
2,160,municipality,basement waterproofing contractors north york,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,North York,north-york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-north-york/,,,,no
2,160,municipality,basement waterproofing contractors oakville,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Oakville,oakville,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-oakville/,,,,no
2,160,municipality,basement waterproofing contractors oshawa,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Oshawa,oshawa,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-oshawa/,,,,no
2,161,municipality,basement waterproofing contractors pickering,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Pickering,pickering,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-pickering/,,,,no
2,161,municipality,basement waterproofing contractors richmond hill,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Richmond Hill,richmond-hill,municipality,,York Region,new service+city page,/services/basement-waterproofing-richmond-hill/,,,,no
2,161,municipality,basement waterproofing contractors scarborough,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Scarborough,scarborough,municipality,,Toronto,new service+city page,/services/basement-waterproofing-scarborough/,,,,no
2,161,municipality,basement waterproofing contractors scugog,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Scugog,scugog,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-scugog/,,,,no
2,161,municipality,basement waterproofing contractors uxbridge,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Uxbridge,uxbridge,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-uxbridge/,,,,no
2,161,municipality,basement waterproofing contractors vaughan,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Vaughan,vaughan,municipality,,York Region,new service+city page,/services/basement-waterproofing-vaughan/,,,,no
2,161,municipality,basement waterproofing contractors whitby,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Whitby,whitby,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-whitby/,,,,no
2,161,municipality,basement waterproofing contractors whitchurch-stouffville,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Whitchurch-Stouffville,whitchurch-stouffville,municipality,,York Region,new service+city page,/services/basement-waterproofing-whitchurch-stouffville/,,,,no
2,161,municipality,basement waterproofing contractors york,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,York,york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-york/,,,,no
2,161,municipality,basement waterproofing in ajax,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Ajax,ajax,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-ajax/,,,,no
2,161,municipality,basement waterproofing in aurora,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Aurora,aurora,municipality,,York Region,new service+city page,/services/basement-waterproofing-aurora/,,,,no
2,161,municipality,basement waterproofing in brampton,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Brampton,brampton,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-brampton/,,,,no
2,161,municipality,basement waterproofing in brock,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Brock,brock,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-brock/,,,,no
2,161,municipality,basement waterproofing in burlington,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Burlington,burlington,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-burlington/,,,,no
2,161,municipality,basement waterproofing in caledon,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Caledon,caledon,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-caledon/,,,,no
2,161,municipality,basement waterproofing in clarington,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Clarington,clarington,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-clarington/,,,,no
2,161,municipality,basement waterproofing in downtown toronto,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Downtown Toronto,downtown-toronto,municipality,,Toronto,new service+city page,/services/basement-waterproofing-downtown-toronto/,,,,no
2,161,municipality,basement waterproofing in east gwillimbury,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,East Gwillimbury,east-gwillimbury,municipality,,York Region,new service+city page,/services/basement-waterproofing-east-gwillimbury/,,,,no
2,161,municipality,basement waterproofing in east york,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,East York,east-york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-east-york/,,,,no
2,161,municipality,basement waterproofing in etobicoke,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Etobicoke,etobicoke,municipality,,Toronto,new service+city page,/services/basement-waterproofing-etobicoke/,,,,no
2,161,municipality,basement waterproofing in georgina,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Georgina,georgina,municipality,,York Region,new service+city page,/services/basement-waterproofing-georgina/,,,,no
2,161,municipality,basement waterproofing in halton hills,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Halton Hills,halton-hills,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-halton-hills/,,,,no
2,161,municipality,basement waterproofing in king city,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,King City,king-city,municipality,,York Region,new service+city page,/services/basement-waterproofing-king-city/,,,,no
2,161,municipality,basement waterproofing in markham,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Markham,markham,municipality,,York Region,new service+city page,/services/basement-waterproofing-markham/,,,,no
2,161,municipality,basement waterproofing in milton,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Milton,milton,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-milton/,,,,no
2,161,municipality,basement waterproofing in mississauga,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Mississauga,mississauga,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-mississauga/,,,,no
2,161,municipality,basement waterproofing in newmarket,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Newmarket,newmarket,municipality,,York Region,new service+city page,/services/basement-waterproofing-newmarket/,,,,no
2,161,municipality,basement waterproofing in north york,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,North York,north-york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-north-york/,,,,no
2,161,municipality,basement waterproofing in oakville,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Oakville,oakville,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-oakville/,,,,no
2,161,municipality,basement waterproofing in oshawa,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Oshawa,oshawa,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-oshawa/,,,,no
2,161,municipality,basement waterproofing in pickering,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Pickering,pickering,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-pickering/,,,,no
2,161,municipality,basement waterproofing in richmond hill,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Richmond Hill,richmond-hill,municipality,,York Region,new service+city page,/services/basement-waterproofing-richmond-hill/,,,,no
2,161,municipality,basement waterproofing in scarborough,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Scarborough,scarborough,municipality,,Toronto,new service+city page,/services/basement-waterproofing-scarborough/,,,,no
2,161,municipality,basement waterproofing in scugog,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Scugog,scugog,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-scugog/,,,,no
2,161,municipality,basement waterproofing in toronto,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Toronto,toronto,municipality,,Toronto,new service+city page,/services/basement-waterproofing-toronto/,,,,no
2,161,municipality,basement waterproofing in uxbridge,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Uxbridge,uxbridge,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-uxbridge/,,,,no
2,161,municipality,basement waterproofing in vaughan,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Vaughan,vaughan,municipality,,York Region,new service+city page,/services/basement-waterproofing-vaughan/,,,,no
2,161,municipality,basement waterproofing in whitby,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Whitby,whitby,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-whitby/,,,,no
2,161,municipality,basement waterproofing in whitchurch-stouffville,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Whitchurch-Stouffville,whitchurch-stouffville,municipality,,York Region,new service+city page,/services/basement-waterproofing-whitchurch-stouffville/,,,,no
2,161,municipality,basement waterproofing in york,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,York,york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-york/,,,,no
2,161,municipality,brampton basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Brampton,brampton,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-brampton/,50,8,8.98,yes
2,161,municipality,brock basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Brock,brock,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-brock/,,,,no
2,161,municipality,burlington basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Burlington,burlington,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-burlington/,,,,no
2,161,municipality,caledon basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Caledon,caledon,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-caledon/,,,,no
2,161,municipality,clarington basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Clarington,clarington,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-clarington/,,,,no
2,161,municipality,downtown toronto basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Downtown Toronto,downtown-toronto,municipality,,Toronto,new service+city page,/services/basement-waterproofing-downtown-toronto/,,,,no
2,161,municipality,east gwillimbury basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,East Gwillimbury,east-gwillimbury,municipality,,York Region,new service+city page,/services/basement-waterproofing-east-gwillimbury/,,,,no
2,161,municipality,east york basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,East York,east-york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-east-york/,,,,no
2,161,municipality,etobicoke basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Etobicoke,etobicoke,municipality,,Toronto,new service+city page,/services/basement-waterproofing-etobicoke/,,,,no
2,161,municipality,georgina basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Georgina,georgina,municipality,,York Region,new service+city page,/services/basement-waterproofing-georgina/,,,,no
2,161,municipality,halton hills basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Halton Hills,halton-hills,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-halton-hills/,,,,no
2,161,municipality,king city basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,King City,king-city,municipality,,York Region,new service+city page,/services/basement-waterproofing-king-city/,,,,no
2,161,municipality,markham basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Markham,markham,municipality,,York Region,new service+city page,/services/basement-waterproofing-markham/,,,,no
2,161,municipality,milton basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Milton,milton,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-milton/,,,,no
2,161,municipality,mississauga basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Mississauga,mississauga,municipality,,Peel Region,new service+city page,/services/basement-waterproofing-mississauga/,,,,no
2,161,municipality,newmarket basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Newmarket,newmarket,municipality,,York Region,new service+city page,/services/basement-waterproofing-newmarket/,,,,no
2,161,municipality,north york basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,North York,north-york,municipality,,Toronto,new service+city page,/services/basement-waterproofing-north-york/,,,,no
2,161,municipality,oakville basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Oakville,oakville,municipality,,Halton Region,new service+city page,/services/basement-waterproofing-oakville/,,,,no
2,161,municipality,oshawa basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Oshawa,oshawa,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-oshawa/,,,,no
2,161,municipality,pickering basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Pickering,pickering,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-pickering/,,,,no
2,161,municipality,richmond hill basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Richmond Hill,richmond-hill,municipality,,York Region,new service+city page,/services/basement-waterproofing-richmond-hill/,,,,no
2,161,municipality,scarborough basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Scarborough,scarborough,municipality,,Toronto,new service+city page,/services/basement-waterproofing-scarborough/,,,,no
2,161,municipality,scugog basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Scugog,scugog,municipality,,Durham Region,new service+city page,/services/basement-waterproofing-scugog/,,,,no
2,161,municipality,toronto basement waterproofing,service+location,Commercial,basement-waterproofing,Basement Waterproofing,Waterproofing,yes,Toronto,toronto,municipality,,Toronto,new service+city page,/services/basement-waterproofing-toronto/,,,,no
