priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
1,14,head,shiplap installation near me,near-me,Transactional,shiplap-installation,Shiplap Installation,Trim & Millwork,no,,,,,,service page,/services/shiplap-installation/,,,,no
1,14,head,shiplap installation toronto,anchor-city,Commercial,shiplap-installation,Shiplap Installation,Trim & Millwork,no,,,,,,service page,/services/shiplap-installation/,,,,no
1,14,head,shower glass installation,head,Commercial,shower-glass-installation,Shower Glass Installation,Bathroom,no,,,,,,service page,/services/shower-glass-installation/,,,,no
1,14,head,shower glass installation contractor,hiring,Commercial,shower-glass-installation,Shower Glass Installation,Bathroom,no,,,,,,service page,/services/shower-glass-installation/,,,,no
1,14,head,shower glass installation contractors,hiring,Commercial,shower-glass-installation,Shower Glass Installation,Bathroom,no,,,,,,service page,/services/shower-glass-installation/,,,,no
1,14,head,shower glass installation near me,near-me,Transactional,shower-glass-installation,Shower Glass Installation,Bathroom,no,,,,,,service page,/services/shower-glass-installation/,,,,no
1,14,head,shower glass installation toronto,anchor-city,Commercial,shower-glass-installation,Shower Glass Installation,Bathroom,no,,,,,,service page,/services/shower-glass-installation/,,,,no
1,14,head,shower tile installation,head,Commercial,shower-tile-installation,Shower Tile Installation,Tile,no,,,,,,service page,/services/shower-tile-installation/,,,,no
1,14,head,shower tile installation contractor,hiring,Commercial,shower-tile-installation,Shower Tile Installation,Tile,no,,,,,,service page,/services/shower-tile-installation/,,,,no
1,14,head,shower tile installation contractors,hiring,Commercial,shower-tile-installation,Shower Tile Installation,Tile,no,,,,,,service page,/services/shower-tile-installation/,,,,no
1,14,head,shower tile installation near me,near-me,Transactional,shower-tile-installation,Shower Tile Installation,Tile,no,,,,,,service page,/services/shower-tile-installation/,,,,no
1,14,head,shower tile installation toronto,anchor-city,Commercial,shower-tile-installation,Shower Tile Installation,Tile,no,,,,,,service page,/services/shower-tile-installation/,,,,no
1,14,head,siding repair,head,Commercial,siding-repair,Siding Repair,Exterior & Siding,no,,,,,,service page,/services/siding-repair/,,,,no
1,14,head,siding repair contractor,hiring,Commercial,siding-repair,Siding Repair,Exterior & Siding,no,,,,,,service page,/services/siding-repair/,,,,no
1,14,head,siding repair contractors,hiring,Commercial,siding-repair,Siding Repair,Exterior & Siding,no,,,,,,service page,/services/siding-repair/,,,,no
1,14,head,siding repair near me,near-me,Transactional,siding-repair,Siding Repair,Exterior & Siding,no,,,,,,service page,/services/siding-repair/,,,,no
1,14,head,siding repair toronto,anchor-city,Commercial,siding-repair,Siding Repair,Exterior & Siding,no,,,,,,service page,/services/siding-repair/,,,,no
1,14,head,siding replacement,head,Commercial,siding-replacement,Siding Replacement,Exterior & Siding,no,,,,,,service page,/services/siding-replacement/,,,,no
1,14,head,siding replacement contractor,hiring,Commercial,siding-replacement,Siding Replacement,Exterior & Siding,no,,,,,,service page,/services/siding-replacement/,,,,no
1,14,head,siding replacement contractors,hiring,Commercial,siding-replacement,Siding Replacement,Exterior & Siding,no,,,,,,service page,/services/siding-replacement/,,,,no
1,14,head,siding replacement near me,near-me,Transactional,siding-replacement,Siding Replacement,Exterior & Siding,no,,,,,,service page,/services/siding-replacement/,,,,no
1,14,head,siding replacement toronto,anchor-city,Commercial,siding-replacement,Siding Replacement,Exterior & Siding,no,,,,,,service page,/services/siding-replacement/,,,,no
1,14,head,construction site cleanup,head,Commercial,site-cleanup,Site Cleanup,Demolition & Prep,no,,,,,,service page,/services/site-cleanup/,,,,no
1,14,head,construction site cleanup contractor,hiring,Commercial,site-cleanup,Site Cleanup,Demolition & Prep,no,,,,,,service page,/services/site-cleanup/,,,,no
1,14,head,construction site cleanup contractors,hiring,Commercial,site-cleanup,Site Cleanup,Demolition & Prep,no,,,,,,service page,/services/site-cleanup/,,,,no
1,14,head,construction site cleanup near me,near-me,Transactional,site-cleanup,Site Cleanup,Demolition & Prep,no,,,,,,service page,/services/site-cleanup/,,,,no
1,14,head,construction site cleanup toronto,anchor-city,Commercial,site-cleanup,Site Cleanup,Demolition & Prep,no,,,,,,service page,/services/site-cleanup/,,,,no
1,14,head,skylight installation,head,Commercial,skylight-installation,Skylight Installation,Windows,no,,,,,,service page,/services/skylight-installation/,,,,no
1,14,head,skylight installation contractor,hiring,Commercial,skylight-installation,Skylight Installation,Windows,no,,,,,,service page,/services/skylight-installation/,,,,no
1,14,head,skylight installation contractors,hiring,Commercial,skylight-installation,Skylight Installation,Windows,no,,,,,,service page,/services/skylight-installation/,,,,no
1,14,head,skylight installation near me,near-me,Transactional,skylight-installation,Skylight Installation,Windows,no,,,,,,service page,/services/skylight-installation/,,,,no
1,14,head,skylight installation toronto,anchor-city,Commercial,skylight-installation,Skylight Installation,Windows,no,,,,,,service page,/services/skylight-installation/,,,,no
1,14,head,sliding door installation,head,Commercial,sliding-door-installation,Sliding Door Installation,Doors,no,,,,,,service page,/services/sliding-door-installation/,,,,no
1,14,head,sliding door installation contractor,hiring,Commercial,sliding-door-installation,Sliding Door Installation,Doors,no,,,,,,service page,/services/sliding-door-installation/,,,,no
1,14,head,sliding door installation contractors,hiring,Commercial,sliding-door-installation,Sliding Door Installation,Doors,no,,,,,,service page,/services/sliding-door-installation/,,,,no
1,14,head,sliding door installation near me,near-me,Transactional,sliding-door-installation,Sliding Door Installation,Doors,no,,,,,,service page,/services/sliding-door-installation/,70,20,21.85,yes
1,14,head,sliding door installation toronto,anchor-city,Commercial,sliding-door-installation,Sliding Door Installation,Doors,no,,,,,,service page,/services/sliding-door-installation/,,,,no
1,14,head,small bathroom renovation,head,Commercial,small-bathroom-renovation,Small Bathroom Renovation,Bathroom,no,,,,,,service page,/services/small-bathroom-renovation/,,,,no
1,14,head,small bathroom renovation contractor,hiring,Commercial,small-bathroom-renovation,Small Bathroom Renovation,Bathroom,no,,,,,,service page,/services/small-bathroom-renovation/,,,,no
1,14,head,small bathroom renovation contractors,hiring,Commercial,small-bathroom-renovation,Small Bathroom Renovation,Bathroom,no,,,,,,service page,/services/small-bathroom-renovation/,,,,no
1,14,head,small bathroom renovation near me,near-me,Transactional,small-bathroom-renovation,Small Bathroom Renovation,Bathroom,no,,,,,,service page,/services/small-bathroom-renovation/,,,,no
1,14,head,small bathroom renovation toronto,anchor-city,Commercial,small-bathroom-renovation,Small Bathroom Renovation,Bathroom,no,,,,,,service page,/services/small-bathroom-renovation/,,,,no
1,14,head,small kitchen renovation,head,Commercial,small-kitchen-renovation,Small Kitchen Renovation,Kitchen,no,,,,,,service page,/services/small-kitchen-renovation/,,,,no
1,14,head,small kitchen renovation contractor,hiring,Commercial,small-kitchen-renovation,Small Kitchen Renovation,Kitchen,no,,,,,,service page,/services/small-kitchen-renovation/,,,,no
1,14,head,small kitchen renovation contractors,hiring,Commercial,small-kitchen-renovation,Small Kitchen Renovation,Kitchen,no,,,,,,service page,/services/small-kitchen-renovation/,,,,no
1,14,head,small kitchen renovation near me,near-me,Transactional,small-kitchen-renovation,Small Kitchen Renovation,Kitchen,no,,,,,,service page,/services/small-kitchen-renovation/,,,,no
1,14,head,small kitchen renovation toronto,anchor-city,Commercial,small-kitchen-renovation,Small Kitchen Renovation,Kitchen,no,,,,,,service page,/services/small-kitchen-renovation/,,,,no
1,14,head,smart home wiring,head,Commercial,smart-home-wiring,Smart Home Wiring,Electrical,no,,,,,,service page,/services/smart-home-wiring/,,,,no
1,14,head,smart home wiring contractor,hiring,Commercial,smart-home-wiring,Smart Home Wiring,Electrical,no,,,,,,service page,/services/smart-home-wiring/,,,,no
1,14,head,smart home wiring contractors,hiring,Commercial,smart-home-wiring,Smart Home Wiring,Electrical,no,,,,,,service page,/services/smart-home-wiring/,,,,no
1,14,head,smart home wiring near me,near-me,Transactional,smart-home-wiring,Smart Home Wiring,Electrical,no,,,,,,service page,/services/smart-home-wiring/,,,,no
1,14,head,smart home wiring toronto,anchor-city,Commercial,smart-home-wiring,Smart Home Wiring,Electrical,no,,,,,,service page,/services/smart-home-wiring/,,,,no
1,14,head,soffit and fascia installation,head,Commercial,soffit-and-fascia-installation,Soffit and Fascia Installation,Exterior & Siding,no,,,,,,service page,/services/soffit-and-fascia-installation/,,,,no
1,14,head,soffit and fascia installation contractor,hiring,Commercial,soffit-and-fascia-installation,Soffit and Fascia Installation,Exterior & Siding,no,,,,,,service page,/services/soffit-and-fascia-installation/,,,,no
1,14,head,soffit and fascia installation contractors,hiring,Commercial,soffit-and-fascia-installation,Soffit and Fascia Installation,Exterior & Siding,no,,,,,,service page,/services/soffit-and-fascia-installation/,,,,no
1,14,head,soffit and fascia installation near me,near-me,Transactional,soffit-and-fascia-installation,Soffit and Fascia Installation,Exterior & Siding,no,,,,,,service page,/services/soffit-and-fascia-installation/,,,,no
1,14,head,soffit and fascia installation toronto,anchor-city,Commercial,soffit-and-fascia-installation,Soffit and Fascia Installation,Exterior & Siding,no,,,,,,service page,/services/soffit-and-fascia-installation/,,,,no
1,14,head,soundproof drywall installation,head,Commercial,soundproof-drywall-installation,Soundproof Drywall Installation,Drywall & Ceilings,no,,,,,,service page,/services/soundproof-drywall-installation/,,,,no
1,14,head,soundproof drywall installation contractor,hiring,Commercial,soundproof-drywall-installation,Soundproof Drywall Installation,Drywall & Ceilings,no,,,,,,service page,/services/soundproof-drywall-installation/,,,,no
1,14,head,soundproof drywall installation contractors,hiring,Commercial,soundproof-drywall-installation,Soundproof Drywall Installation,Drywall & Ceilings,no,,,,,,service page,/services/soundproof-drywall-installation/,,,,no
1,14,head,soundproof drywall installation near me,near-me,Transactional,soundproof-drywall-installation,Soundproof Drywall Installation,Drywall & Ceilings,no,,,,,,service page,/services/soundproof-drywall-installation/,,,,no
1,14,head,soundproof drywall installation toronto,anchor-city,Commercial,soundproof-drywall-installation,Soundproof Drywall Installation,Drywall & Ceilings,no,,,,,,service page,/services/soundproof-drywall-installation/,,,,no
1,14,head,soundproofing installation,head,Commercial,soundproofing-installation,Soundproofing Installation,Insulation & Energy,no,,,,,,service page,/services/soundproofing-installation/,,,,no
1,14,head,soundproofing installation contractor,hiring,Commercial,soundproofing-installation,Soundproofing Installation,Insulation & Energy,no,,,,,,service page,/services/soundproofing-installation/,,,,no
1,14,head,soundproofing installation contractors,hiring,Commercial,soundproofing-installation,Soundproofing Installation,Insulation & Energy,no,,,,,,service page,/services/soundproofing-installation/,,,,no
1,14,head,soundproofing installation near me,near-me,Transactional,soundproofing-installation,Soundproofing Installation,Insulation & Energy,no,,,,,,service page,/services/soundproofing-installation/,,,,no
1,14,head,soundproofing installation toronto,anchor-city,Commercial,soundproofing-installation,Soundproofing Installation,Insulation & Energy,no,,,,,,service page,/services/soundproofing-installation/,,,,no
1,14,head,spray foam insulation,head,Commercial,spray-foam-insulation,Spray Foam Insulation,Insulation & Energy,no,,,,,,service page,/services/spray-foam-insulation/,,,,no
1,14,head,spray foam insulation contractor,hiring,Commercial,spray-foam-insulation,Spray Foam Insulation,Insulation & Energy,no,,,,,,service page,/services/spray-foam-insulation/,,,,no
1,14,head,spray foam insulation contractors,hiring,Commercial,spray-foam-insulation,Spray Foam Insulation,Insulation & Energy,no,,,,,,service page,/services/spray-foam-insulation/,,,,no
1,14,head,spray foam insulation near me,near-me,Transactional,spray-foam-insulation,Spray Foam Insulation,Insulation & Energy,no,,,,,,service page,/services/spray-foam-insulation/,,,,no
1,14,head,spray foam insulation toronto,anchor-city,Commercial,spray-foam-insulation,Spray Foam Insulation,Insulation & Energy,no,,,,,,service page,/services/spray-foam-insulation/,,,,no
1,14,head,squeaky floor repair,head,Commercial,squeaky-floor-repair,Squeaky Floor Repair,Flooring,no,,,,,,service page,/services/squeaky-floor-repair/,,,,no
1,14,head,squeaky floor repair contractor,hiring,Commercial,squeaky-floor-repair,Squeaky Floor Repair,Flooring,no,,,,,,service page,/services/squeaky-floor-repair/,,,,no
1,14,head,squeaky floor repair contractors,hiring,Commercial,squeaky-floor-repair,Squeaky Floor Repair,Flooring,no,,,,,,service page,/services/squeaky-floor-repair/,,,,no
1,14,head,squeaky floor repair near me,near-me,Transactional,squeaky-floor-repair,Squeaky Floor Repair,Flooring,no,,,,,,service page,/services/squeaky-floor-repair/,,,,no
1,14,head,squeaky floor repair toronto,anchor-city,Commercial,squeaky-floor-repair,Squeaky Floor Repair,Flooring,no,,,,,,service page,/services/squeaky-floor-repair/,,,,no
1,14,head,stair installation,head,Commercial,stair-installation,Stair Installation,Stairs & Railings,no,,,,,,service page,/services/stair-installation/,,,,no
1,14,head,stair installation contractor,hiring,Commercial,stair-installation,Stair Installation,Stairs & Railings,no,,,,,,service page,/services/stair-installation/,,,,no
1,14,head,stair installation contractors,hiring,Commercial,stair-installation,Stair Installation,Stairs & Railings,no,,,,,,service page,/services/stair-installation/,,,,no
1,14,head,stair installation near me,near-me,Transactional,stair-installation,Stair Installation,Stairs & Railings,no,,,,,,service page,/services/stair-installation/,,,,no
1,14,head,stair installation toronto,anchor-city,Commercial,stair-installation,Stair Installation,Stairs & Railings,no,,,,,,service page,/services/stair-installation/,,,,no
1,14,head,stair lift installation,head,Commercial,stair-lift-installation,Stair Lift Installation,Accessibility,no,,,,,,service page,/services/stair-lift-installation/,,,,no
1,14,head,stair lift installation contractor,hiring,Commercial,stair-lift-installation,Stair Lift Installation,Accessibility,no,,,,,,service page,/services/stair-lift-installation/,,,,no
1,14,head,stair lift installation contractors,hiring,Commercial,stair-lift-installation,Stair Lift Installation,Accessibility,no,,,,,,service page,/services/stair-lift-installation/,,,,no
1,14,head,stair lift installation near me,near-me,Transactional,stair-lift-installation,Stair Lift Installation,Accessibility,no,,,,,,service page,/services/stair-lift-installation/,,,,no
1,14,head,stair lift installation toronto,anchor-city,Commercial,stair-lift-installation,Stair Lift Installation,Accessibility,no,,,,,,service page,/services/stair-lift-installation/,,,,no
1,14,head,stair railing installation,head,Commercial,stair-railing-installation,Stair Railing Installation,Stairs & Railings,no,,,,,,service page,/services/stair-railing-installation/,,,,no
1,14,head,stair railing installation contractor,hiring,Commercial,stair-railing-installation,Stair Railing Installation,Stairs & Railings,no,,,,,,service page,/services/stair-railing-installation/,,,,no
1,14,head,stair railing installation contractors,hiring,Commercial,stair-railing-installation,Stair Railing Installation,Stairs & Railings,no,,,,,,service page,/services/stair-railing-installation/,,,,no
1,14,head,stair railing installation near me,near-me,Transactional,stair-railing-installation,Stair Railing Installation,Stairs & Railings,no,,,,,,service page,/services/stair-railing-installation/,,,,no
1,14,head,stair railing installation toronto,anchor-city,Commercial,stair-railing-installation,Stair Railing Installation,Stairs & Railings,no,,,,,,service page,/services/stair-railing-installation/,,,,no
1,15,head,stair refinishing,head,Commercial,stair-refinishing,Stair Refinishing,Stairs & Railings,no,,,,,,service page,/services/stair-refinishing/,,,,no
1,15,head,stair refinishing contractor,hiring,Commercial,stair-refinishing,Stair Refinishing,Stairs & Railings,no,,,,,,service page,/services/stair-refinishing/,,,,no
1,15,head,stair refinishing contractors,hiring,Commercial,stair-refinishing,Stair Refinishing,Stairs & Railings,no,,,,,,service page,/services/stair-refinishing/,,,,no
1,15,head,stair refinishing near me,near-me,Transactional,stair-refinishing,Stair Refinishing,Stairs & Railings,no,,,,,,service page,/services/stair-refinishing/,,,,no
1,15,head,stair refinishing toronto,anchor-city,Commercial,stair-refinishing,Stair Refinishing,Stairs & Railings,no,,,,,,service page,/services/stair-refinishing/,,,,no
1,15,head,stair tread replacement,head,Commercial,stair-tread-replacement,Stair Tread Replacement,Stairs & Railings,no,,,,,,service page,/services/stair-tread-replacement/,,,,no
1,15,head,stair tread replacement contractor,hiring,Commercial,stair-tread-replacement,Stair Tread Replacement,Stairs & Railings,no,,,,,,service page,/services/stair-tread-replacement/,,,,no
1,15,head,stair tread replacement contractors,hiring,Commercial,stair-tread-replacement,Stair Tread Replacement,Stairs & Railings,no,,,,,,service page,/services/stair-tread-replacement/,,,,no
1,15,head,stair tread replacement near me,near-me,Transactional,stair-tread-replacement,Stair Tread Replacement,Stairs & Railings,no,,,,,,service page,/services/stair-tread-replacement/,,,,no
1,15,head,stair tread replacement toronto,anchor-city,Commercial,stair-tread-replacement,Stair Tread Replacement,Stairs & Railings,no,,,,,,service page,/services/stair-tread-replacement/,,,,no
1,15,head,staircase painting,head,Commercial,staircase-painting,Staircase Painting,Painting,no,,,,,,service page,/services/staircase-painting/,,,,no
1,15,head,staircase painting contractor,hiring,Commercial,staircase-painting,Staircase Painting,Painting,no,,,,,,service page,/services/staircase-painting/,,,,no
1,15,head,staircase painting contractors,hiring,Commercial,staircase-painting,Staircase Painting,Painting,no,,,,,,service page,/services/staircase-painting/,,,,no
1,15,head,staircase painting near me,near-me,Transactional,staircase-painting,Staircase Painting,Painting,no,,,,,,service page,/services/staircase-painting/,,,,no
1,15,head,staircase painting toronto,anchor-city,Commercial,staircase-painting,Staircase Painting,Painting,no,,,,,,service page,/services/staircase-painting/,,,,no
1,15,head,stone veneer installation,head,Commercial,stone-veneer-installation,Stone Veneer Installation,Exterior & Siding,no,,,,,,service page,/services/stone-veneer-installation/,,,,no
1,15,head,stone veneer installation contractor,hiring,Commercial,stone-veneer-installation,Stone Veneer Installation,Exterior & Siding,no,,,,,,service page,/services/stone-veneer-installation/,,,,no
1,15,head,stone veneer installation contractors,hiring,Commercial,stone-veneer-installation,Stone Veneer Installation,Exterior & Siding,no,,,,,,service page,/services/stone-veneer-installation/,,,,no
1,15,head,stone veneer installation near me,near-me,Transactional,stone-veneer-installation,Stone Veneer Installation,Exterior & Siding,no,,,,,,service page,/services/stone-veneer-installation/,,,,no
1,15,head,stone veneer installation toronto,anchor-city,Commercial,stone-veneer-installation,Stone Veneer Installation,Exterior & Siding,no,,,,,,service page,/services/stone-veneer-installation/,,,,no
1,15,head,storm door installation,head,Commercial,storm-door-installation,Storm Door Installation,Doors,no,,,,,,service page,/services/storm-door-installation/,,,,no
1,15,head,storm door installation contractor,hiring,Commercial,storm-door-installation,Storm Door Installation,Doors,no,,,,,,service page,/services/storm-door-installation/,,,,no
1,15,head,storm door installation contractors,hiring,Commercial,storm-door-installation,Storm Door Installation,Doors,no,,,,,,service page,/services/storm-door-installation/,,,,no
1,15,head,storm door installation near me,near-me,Transactional,storm-door-installation,Storm Door Installation,Doors,no,,,,,,service page,/services/storm-door-installation/,90,29,3.38,yes
1,15,head,storm door installation toronto,anchor-city,Commercial,storm-door-installation,Storm Door Installation,Doors,no,,,,,,service page,/services/storm-door-installation/,,,,no
1,15,head,structural beam installation,head,Commercial,structural-beam-installation,Structural Beam Installation,Whole Home,no,,,,,,service page,/services/structural-beam-installation/,,,,no
1,15,head,structural beam installation contractor,hiring,Commercial,structural-beam-installation,Structural Beam Installation,Whole Home,no,,,,,,service page,/services/structural-beam-installation/,,,,no
1,15,head,structural beam installation contractors,hiring,Commercial,structural-beam-installation,Structural Beam Installation,Whole Home,no,,,,,,service page,/services/structural-beam-installation/,,,,no
1,15,head,structural beam installation near me,near-me,Transactional,structural-beam-installation,Structural Beam Installation,Whole Home,no,,,,,,service page,/services/structural-beam-installation/,,,,no
1,15,head,structural beam installation toronto,anchor-city,Commercial,structural-beam-installation,Structural Beam Installation,Whole Home,no,,,,,,service page,/services/structural-beam-installation/,,,,no
1,15,head,stucco installation,head,Commercial,stucco-installation,Stucco Installation,Exterior & Siding,no,,,,,,service page,/services/stucco-installation/,,,,no
1,15,head,stucco installation contractor,hiring,Commercial,stucco-installation,Stucco Installation,Exterior & Siding,no,,,,,,service page,/services/stucco-installation/,,,,no
1,15,head,stucco installation contractors,hiring,Commercial,stucco-installation,Stucco Installation,Exterior & Siding,no,,,,,,service page,/services/stucco-installation/,,,,no
1,15,head,stucco installation near me,near-me,Transactional,stucco-installation,Stucco Installation,Exterior & Siding,no,,,,,,service page,/services/stucco-installation/,,,,no
1,15,head,stucco installation toronto,anchor-city,Commercial,stucco-installation,Stucco Installation,Exterior & Siding,no,,,,,,service page,/services/stucco-installation/,,,,no
1,15,head,stucco painting,head,Commercial,stucco-painting,Stucco Painting,Painting,no,,,,,,service page,/services/stucco-painting/,,,,no
1,15,head,stucco painting contractor,hiring,Commercial,stucco-painting,Stucco Painting,Painting,no,,,,,,service page,/services/stucco-painting/,,,,no
1,15,head,stucco painting contractors,hiring,Commercial,stucco-painting,Stucco Painting,Painting,no,,,,,,service page,/services/stucco-painting/,,,,no
1,15,head,stucco painting near me,near-me,Transactional,stucco-painting,Stucco Painting,Painting,no,,,,,,service page,/services/stucco-painting/,,,,no
1,15,head,stucco painting toronto,anchor-city,Commercial,stucco-painting,Stucco Painting,Painting,no,,,,,,service page,/services/stucco-painting/,,,,no
1,15,head,stucco repair,head,Commercial,stucco-repair,Stucco Repair,Exterior & Siding,no,,,,,,service page,/services/stucco-repair/,,,,no
1,15,head,stucco repair contractor,hiring,Commercial,stucco-repair,Stucco Repair,Exterior & Siding,no,,,,,,service page,/services/stucco-repair/,,,,no
1,15,head,stucco repair contractors,hiring,Commercial,stucco-repair,Stucco Repair,Exterior & Siding,no,,,,,,service page,/services/stucco-repair/,,,,no
1,15,head,stucco repair near me,near-me,Transactional,stucco-repair,Stucco Repair,Exterior & Siding,no,,,,,,service page,/services/stucco-repair/,,,,no
1,15,head,stucco repair toronto,anchor-city,Commercial,stucco-repair,Stucco Repair,Exterior & Siding,no,,,,,,service page,/services/stucco-repair/,,,,no
1,15,head,subfloor installation,head,Commercial,subfloor-installation,Subfloor Installation,Flooring,no,,,,,,service page,/services/subfloor-installation/,,,,no
1,15,head,subfloor installation contractor,hiring,Commercial,subfloor-installation,Subfloor Installation,Flooring,no,,,,,,service page,/services/subfloor-installation/,,,,no
1,15,head,subfloor installation contractors,hiring,Commercial,subfloor-installation,Subfloor Installation,Flooring,no,,,,,,service page,/services/subfloor-installation/,,,,no
1,15,head,subfloor installation near me,near-me,Transactional,subfloor-installation,Subfloor Installation,Flooring,no,,,,,,service page,/services/subfloor-installation/,,,,no
1,15,head,subfloor installation toronto,anchor-city,Commercial,subfloor-installation,Subfloor Installation,Flooring,no,,,,,,service page,/services/subfloor-installation/,,,,no
1,15,head,subfloor repair,head,Commercial,subfloor-repair,Subfloor Repair,Flooring,no,,,,,,service page,/services/subfloor-repair/,,,,no
1,15,head,subfloor repair contractor,hiring,Commercial,subfloor-repair,Subfloor Repair,Flooring,no,,,,,,service page,/services/subfloor-repair/,,,,no
1,15,head,subfloor repair contractors,hiring,Commercial,subfloor-repair,Subfloor Repair,Flooring,no,,,,,,service page,/services/subfloor-repair/,,,,no
1,15,head,subfloor repair near me,near-me,Transactional,subfloor-repair,Subfloor Repair,Flooring,no,,,,,,service page,/services/subfloor-repair/,,,,no
1,15,head,subfloor repair toronto,anchor-city,Commercial,subfloor-repair,Subfloor Repair,Flooring,no,,,,,,service page,/services/subfloor-repair/,,,,no
1,15,head,sump pump installation,head,Commercial,sump-pump-installation,Sump Pump Installation,Waterproofing,no,,,,,,service page,/services/sump-pump-installation/,,,,no
1,15,head,sump pump installation contractor,hiring,Commercial,sump-pump-installation,Sump Pump Installation,Waterproofing,no,,,,,,service page,/services/sump-pump-installation/,,,,no
1,15,head,sump pump installation contractors,hiring,Commercial,sump-pump-installation,Sump Pump Installation,Waterproofing,no,,,,,,service page,/services/sump-pump-installation/,,,,no
1,15,head,sump pump installation near me,near-me,Transactional,sump-pump-installation,Sump Pump Installation,Waterproofing,no,,,,,,service page,/services/sump-pump-installation/,,,,no
1,15,head,sump pump installation toronto,anchor-city,Commercial,sump-pump-installation,Sump Pump Installation,Waterproofing,no,,,,,,service page,/services/sump-pump-installation/,,,,no
1,15,head,sunroom addition,head,Commercial,sunroom-addition,Sunroom Addition,Specialty Rooms,no,,,,,,service page,/services/sunroom-addition/,,,,no
1,15,head,sunroom addition contractor,hiring,Commercial,sunroom-addition,Sunroom Addition,Specialty Rooms,no,,,,,,service page,/services/sunroom-addition/,,,,no
1,15,head,sunroom addition contractors,hiring,Commercial,sunroom-addition,Sunroom Addition,Specialty Rooms,no,,,,,,service page,/services/sunroom-addition/,,,,no
1,15,head,sunroom addition near me,near-me,Transactional,sunroom-addition,Sunroom Addition,Specialty Rooms,no,,,,,,service page,/services/sunroom-addition/,,,,no
1,15,head,sunroom addition toronto,anchor-city,Commercial,sunroom-addition,Sunroom Addition,Specialty Rooms,no,,,,,,service page,/services/sunroom-addition/,,,,no
1,15,head,tile removal,head,Commercial,tile-removal,Tile Removal,Tile,no,,,,,,service page,/services/tile-removal/,,,,no
1,15,head,tile removal contractor,hiring,Commercial,tile-removal,Tile Removal,Tile,no,,,,,,service page,/services/tile-removal/,,,,no
1,15,head,tile removal contractors,hiring,Commercial,tile-removal,Tile Removal,Tile,no,,,,,,service page,/services/tile-removal/,,,,no
1,15,head,tile removal near me,near-me,Transactional,tile-removal,Tile Removal,Tile,no,,,,,,service page,/services/tile-removal/,,,,no
1,15,head,tile removal toronto,anchor-city,Commercial,tile-removal,Tile Removal,Tile,no,,,,,,service page,/services/tile-removal/,,,,no
1,15,head,tile repair,head,Commercial,tile-repair,Tile Repair,Tile,no,,,,,,service page,/services/tile-repair/,,,,no
1,15,head,tile repair contractor,hiring,Commercial,tile-repair,Tile Repair,Tile,no,,,,,,service page,/services/tile-repair/,,,,no
1,15,head,tile repair contractors,hiring,Commercial,tile-repair,Tile Repair,Tile,no,,,,,,service page,/services/tile-repair/,,,,no
1,15,head,tile repair near me,near-me,Transactional,tile-repair,Tile Repair,Tile,no,,,,,,service page,/services/tile-repair/,,,,no
1,15,head,tile repair toronto,anchor-city,Commercial,tile-repair,Tile Repair,Tile,no,,,,,,service page,/services/tile-repair/,,,,no
1,15,head,toilet installation,head,Commercial,toilet-installation,Toilet Installation,Bathroom,no,,,,,,service page,/services/toilet-installation/,,,,no
1,15,head,toilet installation contractor,hiring,Commercial,toilet-installation,Toilet Installation,Bathroom,no,,,,,,service page,/services/toilet-installation/,,,,no
1,15,head,toilet installation contractors,hiring,Commercial,toilet-installation,Toilet Installation,Bathroom,no,,,,,,service page,/services/toilet-installation/,,,,no
1,15,head,toilet installation near me,near-me,Transactional,toilet-installation,Toilet Installation,Bathroom,no,,,,,,service page,/services/toilet-installation/,,,,no
1,15,head,toilet installation toronto,anchor-city,Commercial,toilet-installation,Toilet Installation,Bathroom,no,,,,,,service page,/services/toilet-installation/,,,,no
1,15,head,trim painting,head,Commercial,trim-painting,Trim Painting,Painting,no,,,,,,service page,/services/trim-painting/,,,,no
1,15,head,trim painting contractor,hiring,Commercial,trim-painting,Trim Painting,Painting,no,,,,,,service page,/services/trim-painting/,,,,no
1,15,head,trim painting contractors,hiring,Commercial,trim-painting,Trim Painting,Painting,no,,,,,,service page,/services/trim-painting/,,,,no
1,15,head,trim painting near me,near-me,Transactional,trim-painting,Trim Painting,Painting,no,,,,,,service page,/services/trim-painting/,,,,no
1,15,head,trim painting toronto,anchor-city,Commercial,trim-painting,Trim Painting,Painting,no,,,,,,service page,/services/trim-painting/,,,,no
1,15,head,under cabinet lighting installation,head,Commercial,under-cabinet-lighting-installation,Under Cabinet Lighting,Electrical,no,,,,,,service page,/services/under-cabinet-lighting-installation/,,,,no
1,15,head,under cabinet lighting installation contractor,hiring,Commercial,under-cabinet-lighting-installation,Under Cabinet Lighting,Electrical,no,,,,,,service page,/services/under-cabinet-lighting-installation/,,,,no
1,15,head,under cabinet lighting installation contractors,hiring,Commercial,under-cabinet-lighting-installation,Under Cabinet Lighting,Electrical,no,,,,,,service page,/services/under-cabinet-lighting-installation/,,,,no
1,15,head,under cabinet lighting installation near me,near-me,Transactional,under-cabinet-lighting-installation,Under Cabinet Lighting,Electrical,no,,,,,,service page,/services/under-cabinet-lighting-installation/,,,,no
